5961.359879015671	6317.4901119283395
5959.022758501219	6152.105008385142
5956.657872770205	6043.371840954629
5954.3518249308345	5992.172360591252
5952.202396669295	5976.796677030051
5950.097582238479	5969.217956378078
5948.219491737738	5962.605450499647
5946.531169200173	5957.1354207767445
5944.982008260385	5952.742442073377
5943.952057334291	5949.211357558185
5942.821921987015	5946.233179757705
5942.477545068473	5944.506175648535
5942.3389587955635	5942.956102649488
5957.3942565218795	5956.674490381031
