5926.848743432369	6287.319710577902
5924.8187414335425	6122.493935150034
5922.739690916658	6013.076416736554
5920.702067203253	5961.102448925481
5918.7989121236515	5945.581444245574
5916.921134027423	5938.0097485091555
5915.25935685333	5931.395212818467
5913.748219443343	5925.855604156256
5912.396005834262	5921.426208445569
5911.504519017114	5917.804209970257
5910.482994049769	5914.634489843948
5910.519657582514	5913.181249464375
5909.106596722028	5910.143332666017
5920.48061865968	5919.835524835224
